trial,plan iters,plan time,best cost,configCheckTime,connectTime,knnTime,numComponents,numEdgeChecks,numIters,numMilestones
0,4063,3.2508,1.51986,0.0156398,2.69462,0.53382,1,1444,4063,680
0,4122,3.29192,1.51986,0.0158276,2.72232,0.546952,1,1465,4122,691
0,4184,3.3314,1.51986,0.0160374,2.74671,0.561725,1,1497,4184,701
0,4238,3.37609,1.51986,0.0162129,2.77811,0.574746,1,1514,4238,710
0,4305,3.40928,1.51986,0.0164674,2.79265,0.593023,1,1528,4305,722
0,4369,3.44982,1.51986,0.0166991,2.81613,0.609731,1,1545,4369,733
0,4435,3.48534,1.51986,0.0169062,2.83515,0.625901,1,1562,4435,745
0,4509,3.51183,1.51986,0.0170872,2.84755,0.639681,1,1580,4509,754
0,4559,3.56701,1.51986,0.0172731,2.8862,0.655927,1,1616,4559,767
0,4623,3.60432,1.51986,0.0175006,2.9063,0.672801,1,1644,4623,776
0,4689,3.63695,1.51986,0.0177589,2.92147,0.689892,1,1653,4689,782
0,4750,3.67392,1.51986,0.0179868,2.94108,0.706911,1,1670,4750,794
0,4814,3.71146,1.51986,0.0181904,2.96053,0.724671,1,1687,4814,806
0,4882,3.74353,1.51986,0.0183775,2.97759,0.739376,1,1701,4882,815
0,4948,3.78013,1.51986,0.0186897,2.99278,0.760353,1,1719,4948,828
0,5013,3.81358,1.51986,0.0189061,3.00858,0.777668,1,1738,5013,836
0,5078,3.84857,1.51986,0.0191382,3.02456,0.796322,1,1751,5078,846
0,5154,3.87234,1.51986,0.0193657,3.0318,0.812496,1,1760,5154,852
0,5218,3.90812,1.51986,0.0195982,3.04893,0.830794,1,1775,5218,862
0,5293,3.93209,1.51986,0.0197999,3.05707,0.846297,1,1782,5293,867
0,5350,3.97689,1.51986,0.0200621,3.0799,0.867902,1,1799,5350,877
0,5406,4.01977,1.51986,0.0203042,3.10183,0.888523,1,1815,5406,887
0,5462,4.06315,1.51986,0.0205144,3.12606,0.907362,1,1829,5462,897
0,5533,4.09196,1.51986,0.020725,3.1369,0.924997,1,1840,5533,905
0,5609,4.11548,1.51986,0.0209829,3.14096,0.94407,1,1846,5609,910
0,5672,4.15127,1.51986,0.0211931,3.15638,0.964121,1,1864,5672,921
0,5739,4.18211,1.51986,0.0213717,3.17077,0.980273,1,1875,5739,928
0,5808,4.21623,1.51986,0.021583,3.18521,0.999609,1,1887,5808,937
0,5877,4.25543,1.51986,0.0218151,3.20301,1.02067,1,1907,5877,946
0,5933,4.2917,1.51986,0.0220007,3.2201,1.03952,1,1922,5933,957
1,1,5.6972e-05,1.51986,2.3867e-05,0,3.1181e-05,1,0,1,2
1,60,0.126299,1.51986,0.000344534,0.125288,0.000605141,1,19,60,11
1,87,0.211316,1.51986,0.00049736,0.209616,0.00111289,1,30,87,17
1,169,0.320383,1.51986,0.000936974,0.315952,0.00333059,1,51,169,30
1,226,0.421835,1.51986,0.00124186,0.415003,0.00537853,1,70,226,40
1,303,0.524651,1.51986,0.00164606,0.514129,0.00859055,1,95,303,54
1,386,0.626274,1.51986,0.00209183,0.610085,0.0137277,1,129,386,72
1,485,0.736714,1.51986,0.00272893,0.712922,0.0206072,1,157,485,87
1,570,0.839466,1.51986,0.00321204,0.807833,0.0278877,1,195,570,108
1,732,0.934859,1.51986,0.00412745,0.886725,0.0433435,1,226,732,130
1,826,1.03505,1.51986,0.00465099,0.975386,0.0542669,1,259,826,148
1,946,1.13669,1.51986,0.00541781,1.06042,0.0699914,1,296,946,170
1,1035,1.23665,1.51986,0.00589477,1.14679,0.0830204,1,342,1035,195
1,1153,1.33681,1.51986,0.00656458,1.22642,0.102772,1,385,1153,222
1,1212,1.41892,1.61145,0.00688447,1.2984,0.112507,1,504,1212,235
1,1282,1.448,1.61145,0.00714393,1.32138,0.118227,1,577,1282,242
1,1341,1.48948,1.61145,0.00733449,1.35736,0.12344,1,653,1341,252
1,1416,1.51696,1.61145,0.00759741,1.37836,0.129538,1,706,1416,259
