Average solve time: 1.9426254
cnt,mean,var
7,0.971295,0.0169143
7,0.932965,0.010667
7,0.932965,0.010667
7,0.932965,0.010667
7,0.932965,0.010667
7,0.932965,0.010667
7,0.932965,0.010667
7,0.932965,0.010667
7,0.932965,0.010667
7,0.932965,0.010667
7,0.932965,0.010667
7,0.932965,0.010667
7,0.932965,0.010667
7,0.932965,0.010667
7,0.932965,0.010667
7,0.932965,0.010667
7,0.932965,0.010667
7,0.932965,0.010667
7,0.932965,0.010667
7,0.932965,0.010667
7,0.932965,0.010667
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.931629,0.0104573
7,0.925485,0.0105036
7,0.925485,0.0105036
7,0.925485,0.0105036
7,0.925485,0.0105036
7,0.925485,0.0105036
7,0.925485,0.0105036
7,0.925485,0.0105036
7,0.925485,0.0105036
7,0.895417,0.00536166
7,0.895417,0.00536166
7,0.895417,0.00536166
7,0.895417,0.00536166
7,0.895417,0.00536166
7,0.895417,0.00536166
7,0.895417,0.00536166
7,0.895417,0.00536166
7,0.895417,0.00536166
7,0.895417,0.00536166
7,0.895417,0.00536166
7,0.895417,0.00536166
7,0.895417,0.00536166
7,0.895417,0.00536166
7,0.895417,0.00536166
7,0.895417,0.00536166
7,0.895417,0.00536166
7,0.895417,0.00536166
7,0.895417,0.00536166
7,0.895417,0.00536166
8,1.01448,0.153739
8,1.01448,0.153739
8,1.01448,0.153739
8,1.01448,0.153739
8,1.01448,0.153739
8,1.01448,0.153739
8,1.01448,0.153739
8,1.01448,0.153739
8,1.01448,0.153739
8,1.01448,0.153739
8,1.01448,0.153739
8,1.01448,0.153739
8,1.01448,0.153739
8,1.01448,0.153739
8,1.01448,0.153739
8,1.01448,0.153739
8,1.01448,0.153739
8,1.01448,0.153739
8,1.01448,0.153739
8,1.01448,0.153739
8,0.971668,0.0784923
8,0.971668,0.0784923
8,0.971668,0.0784923
8,0.971668,0.0784923
8,0.971668,0.0784923
8,0.971668,0.0784923
8,0.971668,0.0784923
8,0.971668,0.0784923
8,0.971668,0.0784923
8,0.937966,0.0373108
8,0.937966,0.0373108
8,0.937966,0.0373108
8,0.937966,0.0373108
8,0.937966,0.0373108
8,0.937966,0.0373108
8,0.937966,0.0373108
8,0.937966,0.0373108
8,0.937966,0.0373108
8,0.937966,0.0373108
8,0.937966,0.0373108
8,0.903043,0.0114121
8,0.903043,0.0114121
8,0.903043,0.0114121
8,0.903043,0.0114121
8,0.903043,0.0114121
8,0.903043,0.0114121
8,0.903043,0.0114121
8,0.903043,0.0114121
8,0.903043,0.0114121
8,0.903043,0.0114121
8,0.903043,0.0114121
8,0.903043,0.0114121
8,0.903043,0.0114121
8,0.903043,0.0114121
8,0.903043,0.0114121
8,0.903043,0.0114121
8,0.903043,0.0114121
8,0.903043,0.0114121
8,0.903043,0.0114121
8,0.903043,0.0114121
8,0.898358,0.0107752
8,0.898358,0.0107752
8,0.898358,0.0107752
8,0.898358,0.0107752
8,0.898358,0.0107752
8,0.898358,0.0107752
8,0.898358,0.0107752
8,0.898358,0.0107752
8,0.898358,0.0107752
8,0.898358,0.0107752
8,0.898358,0.0107752
8,0.898358,0.0107752
8,0.898358,0.0107752
8,0.898358,0.0107752
8,0.898358,0.0107752
8,0.898358,0.0107752
8,0.898358,0.0107752
8,0.898358,0.0107752
8,0.898358,0.0107752
8,0.898358,0.0107752
8,0.893933,0.0108888
8,0.893933,0.0108888
8,0.893933,0.0108888
8,0.893933,0.0108888
8,0.893933,0.0108888
8,0.893933,0.0108888
8,0.893933,0.0108888
8,0.893933,0.0108888
8,0.893933,0.0108888
8,0.893933,0.0108888
8,0.893933,0.0108888
8,0.893933,0.0108888
8,0.893933,0.0108888
8,0.893933,0.0108888
8,0.893933,0.0108888
8,0.893933,0.0108888
8,0.893933,0.0108888
8,0.893933,0.0108888
8,0.893933,0.0108888
8,0.893933,0.0108888
8,0.880391,0.0119417
8,0.880391,0.0119417
8,0.880391,0.0119417
8,0.863949,0.0118525
8,0.863949,0.0118525
8,0.863949,0.0118525
8,0.863949,0.0118525
8,0.863949,0.0118525
8,0.863949,0.0118525
8,0.863949,0.0118525
8,0.863949,0.0118525
8,0.863949,0.0118525
8,0.863949,0.0118525
8,0.863949,0.0118525
8,0.863949,0.0118525
8,0.863949,0.0118525
8,0.863949,0.0118525
8,0.863949,0.0118525
8,0.863949,0.0118525
8,0.863949,0.0118525
8,0.832514,0.0174483
8,0.832514,0.0174483
8,0.832514,0.0174483
8,0.832514,0.0174483
8,0.832514,0.0174483
8,0.832514,0.0174483
8,0.832514,0.0174483
8,0.832514,0.0174483
8,0.832514,0.0174483
8,0.832514,0.0174483
8,0.832514,0.0174483
8,0.832514,0.0174483
8,0.832514,0.0174483
8,0.832514,0.0174483
8,0.832514,0.0174483
8,0.832514,0.0174483
8,0.832514,0.0174483
8,0.832514,0.0174483
8,0.832514,0.0174483
8,0.832514,0.0174483
8,0.822983,0.0170206
8,0.822983,0.0170206
8,0.822983,0.0170206
8,0.822983,0.0170206
8,0.822983,0.0170206
8,0.822983,0.0170206
8,0.822983,0.0170206
8,0.822983,0.0170206
8,0.822983,0.0170206
8,0.822983,0.0170206
8,0.822983,0.0170206
8,0.822983,0.0170206
8,0.822983,0.0170206
8,0.822983,0.0170206
9,0.792922,0.0223583
9,0.792922,0.0223583
9,0.792922,0.0223583
9,0.792922,0.0223583
9,0.792922,0.0223583
9,0.792922,0.0223583
9,0.78449,0.0225468
9,0.78449,0.0225468
9,0.78449,0.0225468
9,0.78449,0.0225468
9,0.78449,0.0225468
9,0.78449,0.0225468
9,0.78449,0.0225468
9,0.78449,0.0225468
9,0.78449,0.0225468
9,0.78449,0.0225468
9,0.78449,0.0225468
9,0.78449,0.0225468
9,0.78449,0.0225468
9,0.78449,0.0225468
9,0.78449,0.0225468
9,0.78449,0.0225468
9,0.78449,0.0225468
9,0.78449,0.0225468
9,0.78449,0.0225468
9,0.78449,0.0225468
9,0.774109,0.0243829
9,0.774109,0.0243829
9,0.774109,0.0243829
9,0.774109,0.0243829
9,0.774109,0.0243829
9,0.774109,0.0243829
9,0.774109,0.0243829
9,0.774109,0.0243829
9,0.774109,0.0243829
9,0.774109,0.0243829
9,0.774109,0.0243829
9,0.774109,0.0243829
9,0.774109,0.0243829
9,0.774109,0.0243829
9,0.774109,0.0243829
9,0.774109,0.0243829
9,0.774109,0.0243829
9,0.774109,0.0243829
9,0.774109,0.0243829
9,0.774109,0.0243829
9,0.75857,0.0260588
9,0.75857,0.0260588
9,0.75857,0.0260588
9,0.75857,0.0260588
9,0.75857,0.0260588
10,0.804294,0.0422691
10,0.804294,0.0422691
10,0.804294,0.0422691
10,0.804294,0.0422691
10,0.804294,0.0422691
10,0.804294,0.0422691
10,0.804294,0.0422691
10,0.804294,0.0422691
10,0.804294,0.0422691
10,0.804294,0.0422691
10,0.804294,0.0422691
10,0.804294,0.0422691
10,0.804294,0.0422691
10,0.804294,0.0422691
10,0.804294,0.0422691
10,0.789284,0.0425084
10,0.789284,0.0425084
10,0.789284,0.0425084
10,0.789284,0.0425084
10,0.789284,0.0425084
10,0.789284,0.0425084
10,0.789284,0.0425084
10,0.789284,0.0425084
10,0.789284,0.0425084
10,0.789284,0.0425084
10,0.789284,0.0425084
10,0.789284,0.0425084
10,0.789284,0.0425084
10,0.789284,0.0425084
10,0.789284,0.0425084
10,0.789284,0.0425084
10,0.789284,0.0425084
10,0.789284,0.0425084
10,0.789284,0.0425084
10,0.789284,0.0425084
10,0.759694,0.0303349
10,0.759694,0.0303349
10,0.759694,0.0303349
10,0.759694,0.0303349
10,0.759694,0.0303349
10,0.759694,0.0303349
10,0.759694,0.0303349
10,0.759694,0.0303349
10,0.759694,0.0303349
10,0.759694,0.0303349
10,0.759694,0.0303349
10,0.759694,0.0303349
10,0.759694,0.0303349
10,0.759694,0.0303349
10,0.759694,0.0303349
10,0.759694,0.0303349
10,0.759694,0.0303349
10,0.759694,0.0303349
10,0.759694,0.0303349
10,0.759694,0.0303349
10,0.753511,0.0270398
10,0.753511,0.0270398
10,0.753511,0.0270398
10,0.753511,0.0270398
10,0.753511,0.0270398
10,0.753511,0.0270398
10,0.753511,0.0270398
10,0.753511,0.0270398
10,0.753511,0.0270398
10,0.753511,0.0270398
10,0.753511,0.0270398
10,0.753511,0.0270398
10,0.753511,0.0270398
10,0.753511,0.0270398
10,0.753511,0.0270398
10,0.753511,0.0270398
10,0.753511,0.0270398
10,0.753511,0.0270398
10,0.753511,0.0270398
10,0.753511,0.0270398
10,0.752417,0.0271127
10,0.752417,0.0271127
10,0.752417,0.0271127
10,0.752417,0.0271127
10,0.752417,0.0271127
10,0.752417,0.0271127
10,0.752417,0.0271127
10,0.752417,0.0271127
10,0.752417,0.0271127
10,0.752417,0.0271127
10,0.752417,0.0271127
10,0.752417,0.0271127
10,0.752417,0.0271127
10,0.752417,0.0271127
10,0.752417,0.0271127
10,0.752417,0.0271127
10,0.752417,0.0271127
10,0.752417,0.0271127
10,0.752417,0.0271127
10,0.752417,0.0271127
10,0.75198,0.0272465
10,0.75198,0.0272465
10,0.75198,0.0272465
10,0.75198,0.0272465
10,0.75198,0.0272465
10,0.75198,0.0272465
10,0.75198,0.0272465
10,0.75198,0.0272465
10,0.75198,0.0272465
10,0.75198,0.0272465
10,0.75198,0.0272465
10,0.75198,0.0272465
10,0.75198,0.0272465
10,0.75198,0.0272465
10,0.75198,0.0272465
10,0.75198,0.0272465
10,0.75198,0.0272465
10,0.75198,0.0272465
10,0.75198,0.0272465
10,0.75198,0.0272465
10,0.744923,0.0275835
10,0.744923,0.0275835
10,0.744923,0.0275835
10,0.744923,0.0275835
10,0.744923,0.0275835
10,0.744923,0.0275835
10,0.744923,0.0275835
10,0.744923,0.0275835
10,0.744923,0.0275835
10,0.744923,0.0275835
10,0.744923,0.0275835
10,0.744923,0.0275835
10,0.744923,0.0275835
10,0.744923,0.0275835
10,0.744923,0.0275835
10,0.744923,0.0275835
10,0.744923,0.0275835
10,0.744923,0.0275835
10,0.744923,0.0275835
10,0.744923,0.0275835
10,0.71985,0.0153335
10,0.706465,0.0168897
10,0.706465,0.0168897
10,0.706465,0.0168897
10,0.706465,0.0168897
10,0.706465,0.0168897
10,0.706465,0.0168897
10,0.706465,0.0168897
10,0.706465,0.0168897
10,0.706465,0.0168897
10,0.706465,0.0168897
10,0.706465,0.0168897
10,0.706465,0.0168897
10,0.6939,0.0112021
10,0.6939,0.0112021
10,0.6939,0.0112021
10,0.6939,0.0112021
10,0.6939,0.0112021
10,0.6939,0.0112021
10,0.6939,0.0112021
10,0.693746,0.0111993
10,0.693746,0.0111993
10,0.693746,0.0111993
10,0.693746,0.0111993
10,0.693746,0.0111993
10,0.693746,0.0111993
10,0.693746,0.0111993
10,0.693746,0.0111993
10,0.693746,0.0111993
10,0.693746,0.0111993
10,0.693746,0.0111993
10,0.693746,0.0111993
10,0.693746,0.0111993
10,0.693746,0.0111993
10,0.693746,0.0111993
10,0.693746,0.0111993
10,0.693746,0.0111993
10,0.693746,0.0111993
10,0.693746,0.0111993
10,0.693746,0.0111993
10,0.688093,0.00970709
10,0.688093,0.00970709
10,0.688093,0.00970709
10,0.688093,0.00970709
10,0.688093,0.00970709
10,0.688093,0.00970709
10,0.688093,0.00970709
10,0.688093,0.00970709
10,0.688093,0.00970709
10,0.688093,0.00970709
10,0.688093,0.00970709
10,0.688093,0.00970709
10,0.688093,0.00970709
10,0.688093,0.00970709
10,0.688093,0.00970709
10,0.688093,0.00970709
10,0.688093,0.00970709
10,0.688093,0.00970709
10,0.688093,0.00970709
10,0.688093,0.00970709
10,0.687814,0.00976542
10,0.687814,0.00976542
10,0.687814,0.00976542
10,0.687814,0.00976542
10,0.687814,0.00976542
10,0.687814,0.00976542
10,0.687814,0.00976542
10,0.687814,0.00976542
10,0.687814,0.00976542
10,0.687814,0.00976542
10,0.687814,0.00976542
10,0.687814,0.00976542
10,0.687814,0.00976542
10,0.687814,0.00976542
10,0.687814,0.00976542
10,0.687814,0.00976542
10,0.687814,0.00976542
10,0.687814,0.00976542
10,0.687814,0.00976542
10,0.687814,0.00976542
10,0.687719,0.0097425
10,0.687719,0.0097425
10,0.687719,0.0097425
10,0.687719,0.0097425
10,0.687719,0.0097425
10,0.687719,0.0097425
10,0.687595,0.00971756
10,0.687595,0.00971756
10,0.687595,0.00971756
10,0.687595,0.00971756
10,0.687595,0.00971756
10,0.687595,0.00971756
10,0.687595,0.00971756
10,0.687595,0.00971756
10,0.687595,0.00971756
10,0.687595,0.00971756
10,0.687595,0.00971756
10,0.687595,0.00971756
10,0.687595,0.00971756
10,0.687595,0.00971756
10,0.68758,0.00971926
10,0.68758,0.00971926
10,0.68758,0.00971926
10,0.68758,0.00971926
10,0.68758,0.00971926
10,0.68758,0.00971926
10,0.68758,0.00971926
10,0.68758,0.00971926
10,0.68758,0.00971926
10,0.68758,0.00971926
10,0.68758,0.00971926
10,0.68758,0.00971926
10,0.68758,0.00971926
10,0.68758,0.00971926
10,0.68758,0.00971926
10,0.68758,0.00971926
10,0.68758,0.00971926
10,0.68758,0.00971926
10,0.68758,0.00971926
10,0.68758,0.00971926
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.687547,0.00971925
10,0.666824,0.00557995
10,0.666824,0.00557995
10,0.666824,0.00557995
10,0.666824,0.00557995
10,0.666824,0.00557995
10,0.666824,0.00557995
10,0.666824,0.00557995
10,0.666824,0.00557995
10,0.666824,0.00557995
10,0.666824,0.00557995
10,0.666824,0.00557995
10,0.666824,0.00557995
10,0.666824,0.00557995
10,0.666824,0.00557995
10,0.666824,0.00557995
10,0.666824,0.00557995
10,0.666824,0.00557995
10,0.666824,0.00557995
10,0.666824,0.00557995
10,0.666824,0.00557995
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.6534,0.00337573
10,0.647994,0.00403618
10,0.647994,0.00403618
10,0.647994,0.00403618
10,0.647994,0.00403618
10,0.647994,0.00403618
10,0.647994,0.00403618
10,0.647994,0.00403618
10,0.647994,0.00403618
10,0.647994,0.00403618
10,0.647994,0.00403618
10,0.647994,0.00403618
10,0.647994,0.00403618
10,0.647994,0.00403618
10,0.647994,0.00403618
10,0.647994,0.00403618
10,0.647994,0.00403618
10,0.647994,0.00403618
10,0.647994,0.00403618
10,0.647994,0.00403618
10,0.647994,0.00403618
10,0.647981,0.00403492
10,0.647981,0.00403492
10,0.647981,0.00403492
10,0.647981,0.00403492
10,0.647981,0.00403492
10,0.647981,0.00403492
10,0.647981,0.00403492
10,0.647981,0.00403492
10,0.647981,0.00403492
10,0.641778,0.00569596
10,0.641778,0.00569596
10,0.641778,0.00569596
10,0.641778,0.00569596
10,0.639345,0.00585475
10,0.639345,0.00585475
10,0.639345,0.00585475
10,0.639345,0.00585475
10,0.639345,0.00585475
10,0.639345,0.00585475
10,0.639345,0.00585475
10,0.632045,0.00658701
10,0.632045,0.00658701
10,0.632045,0.00658701
10,0.632045,0.00658701
10,0.632045,0.00658701
10,0.632045,0.00658701
10,0.632045,0.00658701
10,0.632045,0.00658701
10,0.632045,0.00658701
10,0.632045,0.00658701
10,0.632045,0.00658701
10,0.632045,0.00658701
10,0.632045,0.00658701
10,0.632045,0.00658701
10,0.632045,0.00658701
10,0.632045,0.00658701
10,0.632045,0.00658701
10,0.632045,0.00658701
10,0.632045,0.00658701
10,0.632045,0.00658701
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.632008,0.00659824
10,0.631937,0.00660341
10,0.631937,0.00660341
10,0.631937,0.00660341
10,0.631937,0.00660341
10,0.631937,0.00660341
10,0.631937,0.00660341
10,0.631937,0.00660341
10,0.631937,0.00660341
10,0.631937,0.00660341
10,0.631937,0.00660341
10,0.631937,0.00660341
10,0.631937,0.00660341
10,0.631937,0.00660341
10,0.631937,0.00660341
10,0.631937,0.00660341
10,0.631937,0.00660341
10,0.631937,0.00660341
10,0.631937,0.00660341
10,0.631937,0.00660341
10,0.631937,0.00660341
10,0.63127,0.00652777
10,0.63127,0.00652777
10,0.63127,0.00652777
10,0.63127,0.00652777
10,0.63127,0.00652777
10,0.63127,0.00652777
10,0.63127,0.00652777
10,0.63127,0.00652777
10,0.63127,0.00652777
10,0.63127,0.00652777
10,0.63127,0.00652777
10,0.63127,0.00652777
10,0.63127,0.00652777
10,0.63127,0.00652777
10,0.63127,0.00652777
10,0.63127,0.00652777
10,0.63127,0.00652777
10,0.63127,0.00652777
10,0.63127,0.00652777
10,0.63127,0.00652777
10,0.631242,0.006533
10,0.631242,0.006533
10,0.631242,0.006533
10,0.631242,0.006533
10,0.631242,0.006533
10,0.631242,0.006533
10,0.631242,0.006533
10,0.631242,0.006533
10,0.631242,0.006533
10,0.631242,0.006533
10,0.631242,0.006533
10,0.631242,0.006533
10,0.631242,0.006533
10,0.631242,0.006533
10,0.631242,0.006533
10,0.631242,0.006533
10,0.631242,0.006533
10,0.631242,0.006533
10,0.631242,0.006533
10,0.631242,0.006533
10,0.616124,0.00634564
10,0.616124,0.00634564
10,0.616124,0.00634564
10,0.616124,0.00634564
10,0.616124,0.00634564
10,0.616124,0.00634564
10,0.616124,0.00634564
10,0.616124,0.00634564
10,0.616124,0.00634564
10,0.616124,0.00634564
10,0.616124,0.00634564
10,0.616124,0.00634564
10,0.616124,0.00634564
10,0.616124,0.00634564
10,0.616124,0.00634564
10,0.616124,0.00634564
10,0.616124,0.00634564
10,0.616124,0.00634564
10,0.616124,0.00634564
10,0.616124,0.00634564
10,0.616122,0.0063459
10,0.616122,0.0063459
10,0.616122,0.0063459
10,0.616122,0.0063459
10,0.616122,0.0063459
10,0.616122,0.0063459
10,0.616122,0.0063459
10,0.616122,0.0063459
10,0.616122,0.0063459
10,0.616122,0.0063459
10,0.616122,0.0063459
10,0.616122,0.0063459
10,0.616122,0.0063459
10,0.616122,0.0063459
10,0.616122,0.0063459
10,0.616122,0.0063459
10,0.616122,0.0063459
10,0.616122,0.0063459
10,0.616122,0.0063459
10,0.616122,0.0063459
10,0.608403,0.00715197
10,0.608403,0.00715197
10,0.608403,0.00715197
10,0.608403,0.00715197
10,0.608403,0.00715197
10,0.608403,0.00715197
10,0.608403,0.00715197
10,0.608403,0.00715197
10,0.608403,0.00715197
10,0.608403,0.00715197
10,0.608403,0.00715197
10,0.608403,0.00715197
10,0.608403,0.00715197
10,0.608403,0.00715197
10,0.608403,0.00715197
10,0.608403,0.00715197
10,0.608403,0.00715197
10,0.608403,0.00715197
10,0.608403,0.00715197
10,0.608403,0.00715197
10,0.604518,0.00627162
10,0.604518,0.00627162
10,0.604518,0.00627162
10,0.604518,0.00627162
10,0.604518,0.00627162
10,0.604518,0.00627162
10,0.604518,0.00627162
10,0.604518,0.00627162
10,0.604518,0.00627162
10,0.604518,0.00627162
