cnt,w/ Opt,var,w/o + std,w/o - std,cnt,w/o Opt,var,w/o + std,w/o - std,iters
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.893933,0.0108888,,,453
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.893933,0.0108888,,,454
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.893933,0.0108888,,,455
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.893933,0.0108888,,,456
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.893933,0.0108888,,,457
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.893933,0.0108888,,,458
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.893933,0.0108888,,,459
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.880391,0.0119417,,,460
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.880391,0.0119417,,,461
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.880391,0.0119417,,,462
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.863949,0.0118525,,,463
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.863949,0.0118525,,,464
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.863949,0.0118525,,,465
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.863949,0.0118525,,,466
9,0.654594,0.0335008,0.837626238,0.471561762,8,0.863949,0.0118525,,,467
9,0.599828,0.00198935,0.64443013,0.55522587,8,0.863949,0.0118525,,,468
9,0.599828,0.00198935,0.64443013,0.55522587,8,0.863949,0.0118525,,,469
9,0.599828,0.00198935,0.64443013,0.55522587,8,0.863949,0.0118525,,,470
9,0.599828,0.00198935,0.64443013,0.55522587,8,0.863949,0.0118525,,,471
9,0.599828,0.00198935,0.64443013,0.55522587,8,0.863949,0.0118525,,,472
9,0.599828,0.00198935,0.64443013,0.55522587,8,0.863949,0.0118525,,,473
9,0.599828,0.00198935,0.64443013,0.55522587,8,0.863949,0.0118525,,,474
9,0.599828,0.00198935,0.64443013,0.55522587,8,0.863949,0.0118525,,,475
9,0.599828,0.00198935,0.64443013,0.55522587,8,0.863949,0.0118525,,,476
9,0.599828,0.00198935,0.64443013,0.55522587,8,0.863949,0.0118525,,,477
9,0.599828,0.00198935,0.64443013,0.55522587,8,0.863949,0.0118525,,,478
9,0.599828,0.00198935,0.64443013,0.55522587,8,0.863949,0.0118525,,,479
9,0.599828,0.00198935,0.64443013,0.55522587,8,0.832514,0.0174483,,,480
9,0.599828,0.00198935,0.64443013,0.55522587,8,0.832514,0.0174483,,,481
9,0.599828,0.00198935,0.64443013,0.55522587,8,0.832514,0.0174483,,,482
9,0.599828,0.00198935,0.64443013,0.55522587,8,0.832514,0.0174483,,,483
9,0.599828,0.00198935,0.64443013,0.55522587,8,0.832514,0.0174483,,,484
9,0.599828,0.00198935,0.64443013,0.55522587,8,0.832514,0.0174483,,,485
9,0.599828,0.00198935,0.64443013,0.55522587,8,0.832514,0.0174483,,,486
9,0.599828,0.00198935,0.64443013,0.55522587,8,0.832514,0.0174483,,,487
9,0.587629,0.00285872,0.641095999,0.534162001,8,0.832514,0.0174483,,,488
9,0.586465,0.00306607,0.641837105,0.531092895,8,0.832514,0.0174483,,,489
9,0.586465,0.00306607,0.641837105,0.531092895,8,0.832514,0.0174483,,,490
9,0.586465,0.00306607,0.641837105,0.531092895,8,0.832514,0.0174483,,,491
9,0.586465,0.00306607,0.641837105,0.531092895,8,0.832514,0.0174483,,,492
9,0.586465,0.00306607,0.641837105,0.531092895,8,0.832514,0.0174483,,,493
9,0.586465,0.00306607,0.641837105,0.531092895,8,0.832514,0.0174483,,,494
9,0.586465,0.00306607,0.641837105,0.531092895,8,0.832514,0.0174483,,,495
9,0.586465,0.00306607,0.641837105,0.531092895,8,0.832514,0.0174483,,,496
9,0.586465,0.00306607,0.641837105,0.531092895,8,0.832514,0.0174483,,,497
9,0.586465,0.00306607,0.641837105,0.531092895,8,0.832514,0.0174483,,,498
9,0.586465,0.00306607,0.641837105,0.531092895,8,0.832514,0.0174483,,,499
9,0.583898,0.00313321,0.639873084,0.527922916,8,0.822983,0.0170206,,,500
9,0.58244,0.00321825,0.639169622,0.525710378,8,0.822983,0.0170206,,,501
9,0.58244,0.00321825,0.639169622,0.525710378,8,0.822983,0.0170206,,,502
9,0.58244,0.00321825,0.639169622,0.525710378,8,0.822983,0.0170206,,,503
9,0.58244,0.00321825,0.639169622,0.525710378,8,0.822983,0.0170206,,,504
9,0.58244,0.00321825,0.639169622,0.525710378,8,0.822983,0.0170206,,,505
9,0.58244,0.00321825,0.639169622,0.525710378,8,0.822983,0.0170206,,,506
9,0.58244,0.00321825,0.639169622,0.525710378,8,0.822983,0.0170206,,,507
9,0.58244,0.00321825,0.639169622,0.525710378,8,0.822983,0.0170206,,,508
9,0.58244,0.00321825,0.639169622,0.525710378,8,0.822983,0.0170206,,,509
9,0.58244,0.00321825,0.639169622,0.525710378,8,0.822983,0.0170206,,,510
9,0.58244,0.00321825,0.639169622,0.525710378,8,0.822983,0.0170206,,,511
9,0.58244,0.00321825,0.639169622,0.525710378,8,0.822983,0.0170206,,,512
9,0.58244,0.00321825,0.639169622,0.525710378,8,0.822983,0.0170206,,,513
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.792922,0.0223583,,,514
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.792922,0.0223583,,,515
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.792922,0.0223583,,,516
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.792922,0.0223583,,,517
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.792922,0.0223583,,,518
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.792922,0.0223583,,,519
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.78449,0.0225468,,,520
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.78449,0.0225468,,,521
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.78449,0.0225468,,,522
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.78449,0.0225468,,,523
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.78449,0.0225468,,,524
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.78449,0.0225468,,,525
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.78449,0.0225468,,,526
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.78449,0.0225468,,,527
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.78449,0.0225468,,,528
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.78449,0.0225468,,,529
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.78449,0.0225468,,,530
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.78449,0.0225468,,,531
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.78449,0.0225468,,,532
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.78449,0.0225468,,,533
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.78449,0.0225468,,,534
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.78449,0.0225468,,,535
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.78449,0.0225468,,,536
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.78449,0.0225468,,,537
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.78449,0.0225468,,,538
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.78449,0.0225468,,,539
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.774109,0.0243829,,,540
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.774109,0.0243829,,,541
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.774109,0.0243829,,,542
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.774109,0.0243829,,,543
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.774109,0.0243829,,,544
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.774109,0.0243829,,,545
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.774109,0.0243829,,,546
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.774109,0.0243829,,,547
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.774109,0.0243829,,,548
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.774109,0.0243829,,,549
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.774109,0.0243829,,,550
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.774109,0.0243829,,,551
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.774109,0.0243829,,,552
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.774109,0.0243829,,,553
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.774109,0.0243829,,,554
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.774109,0.0243829,,,555
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.774109,0.0243829,,,556
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.774109,0.0243829,,,557
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.774109,0.0243829,,,558
9,0.58244,0.00321825,0.639169622,0.525710378,9,0.774109,0.0243829,,,559
9,0.58229,0.00322897,0.639114027,0.525465973,9,0.75857,0.0260588,,,560
9,0.580885,0.00334645,0.638733509,0.523036491,9,0.75857,0.0260588,,,561
9,0.580885,0.00334645,0.638733509,0.523036491,9,0.75857,0.0260588,,,562
9,0.580885,0.00334645,0.638733509,0.523036491,9,0.75857,0.0260588,,,563
9,0.580885,0.00334645,0.638733509,0.523036491,9,0.75857,0.0260588,,,564
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.804294,0.0422691,,,565
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.804294,0.0422691,,,566
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.804294,0.0422691,,,567
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.804294,0.0422691,,,568
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.804294,0.0422691,,,569
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.804294,0.0422691,,,570
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.804294,0.0422691,,,571
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.804294,0.0422691,,,572
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.804294,0.0422691,,,573
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.804294,0.0422691,,,574
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.804294,0.0422691,,,575
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.804294,0.0422691,,,576
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.804294,0.0422691,,,577
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.804294,0.0422691,,,578
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.804294,0.0422691,,,579
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.789284,0.0425084,,,580
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.789284,0.0425084,,,581
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.789284,0.0425084,,,582
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.789284,0.0425084,,,583
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.789284,0.0425084,,,584
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.789284,0.0425084,,,585
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.789284,0.0425084,,,586
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.789284,0.0425084,,,587
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.789284,0.0425084,,,588
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.789284,0.0425084,,,589
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.789284,0.0425084,,,590
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.789284,0.0425084,,,591
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.789284,0.0425084,,,592
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.789284,0.0425084,,,593
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.789284,0.0425084,,,594
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.789284,0.0425084,,,595
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.789284,0.0425084,,,596
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.789284,0.0425084,,,597
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.789284,0.0425084,,,598
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.789284,0.0425084,,,599
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.759694,0.0303349,,,600
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.759694,0.0303349,,,601
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.759694,0.0303349,,,602
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.759694,0.0303349,,,603
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.759694,0.0303349,,,604
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.759694,0.0303349,,,605
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.759694,0.0303349,,,606
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.759694,0.0303349,,,607
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.759694,0.0303349,,,608
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.759694,0.0303349,,,609
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.759694,0.0303349,,,610
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.759694,0.0303349,,,611
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.759694,0.0303349,,,612
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.759694,0.0303349,,,613
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.759694,0.0303349,,,614
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.759694,0.0303349,,,615
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.759694,0.0303349,,,616
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.759694,0.0303349,,,617
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.759694,0.0303349,,,618
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.759694,0.0303349,,,619
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.753511,0.0270398,,,620
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.753511,0.0270398,,,621
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.753511,0.0270398,,,622
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.753511,0.0270398,,,623
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.753511,0.0270398,,,624
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.753511,0.0270398,,,625
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.753511,0.0270398,,,626
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.753511,0.0270398,,,627
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.753511,0.0270398,,,628
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.753511,0.0270398,,,629
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.753511,0.0270398,,,630
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.753511,0.0270398,,,631
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.753511,0.0270398,,,632
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.753511,0.0270398,,,633
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.753511,0.0270398,,,634
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.753511,0.0270398,,,635
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.753511,0.0270398,,,636
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.753511,0.0270398,,,637
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.753511,0.0270398,,,638
9,0.580885,0.00334645,0.638733509,0.523036491,10,0.753511,0.0270398,,,639
10,0.614515,0.0131906,0.729365337,0.499664663,10,0.752417,0.0271127,,,640
10,0.570226,0.00403436,0.633742612,0.506709388,10,0.752417,0.0271127,,,641
10,0.570226,0.00403436,0.633742612,0.506709388,10,0.752417,0.0271127,,,642
10,0.570226,0.00403436,0.633742612,0.506709388,10,0.752417,0.0271127,,,643
10,0.570226,0.00403436,0.633742612,0.506709388,10,0.752417,0.0271127,,,644
10,0.570226,0.00403436,0.633742612,0.506709388,10,0.752417,0.0271127,,,645
10,0.570226,0.00403436,0.633742612,0.506709388,10,0.752417,0.0271127,,,646
10,0.570226,0.00403436,0.633742612,0.506709388,10,0.752417,0.0271127,,,647
10,0.570226,0.00403436,0.633742612,0.506709388,10,0.752417,0.0271127,,,648
10,0.570226,0.00403436,0.633742612,0.506709388,10,0.752417,0.0271127,,,649
10,0.570226,0.00403436,0.633742612,0.506709388,10,0.752417,0.0271127,,,650
10,0.570226,0.00403436,0.633742612,0.506709388,10,0.752417,0.0271127,,,651
10,0.570226,0.00403436,0.633742612,0.506709388,10,0.752417,0.0271127,,,652
10,0.570226,0.00403436,0.633742612,0.506709388,10,0.752417,0.0271127,,,653
10,0.570226,0.00403436,0.633742612,0.506709388,10,0.752417,0.0271127,,,654
10,0.570226,0.00403436,0.633742612,0.506709388,10,0.752417,0.0271127,,,655
10,0.570226,0.00403436,0.633742612,0.506709388,10,0.752417,0.0271127,,,656
10,0.570226,0.00403436,0.633742612,0.506709388,10,0.752417,0.0271127,,,657
10,0.570226,0.00403436,0.633742612,0.506709388,10,0.752417,0.0271127,,,658
10,0.570226,0.00403436,0.633742612,0.506709388,10,0.752417,0.0271127,,,659
10,0.564444,0.00319924,0.621005825,0.507882175,10,0.75198,0.0272465,,,660
10,0.550608,0.00364398,0.610973387,0.490242613,10,0.75198,0.0272465,,,661
10,0.550608,0.00364398,0.610973387,0.490242613,10,0.75198,0.0272465,,,662
10,0.545435,0.00449609,0.61248789,0.47838211,10,0.75198,0.0272465,,,663
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.75198,0.0272465,,,664
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.75198,0.0272465,,,665
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.75198,0.0272465,,,666
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.75198,0.0272465,,,667
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.75198,0.0272465,,,668
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.75198,0.0272465,,,669
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.75198,0.0272465,,,670
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.75198,0.0272465,,,671
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.75198,0.0272465,,,672
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.75198,0.0272465,,,673
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.75198,0.0272465,,,674
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.75198,0.0272465,,,675
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.75198,0.0272465,,,676
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.75198,0.0272465,,,677
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.75198,0.0272465,,,678
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.75198,0.0272465,,,679
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.744923,0.0275835,,,680
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.744923,0.0275835,,,681
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.744923,0.0275835,,,682
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.744923,0.0275835,,,683
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.744923,0.0275835,,,684
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.744923,0.0275835,,,685
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.744923,0.0275835,,,686
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.744923,0.0275835,,,687
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.744923,0.0275835,,,688
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.744923,0.0275835,,,689
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.744923,0.0275835,,,690
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.744923,0.0275835,,,691
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.744923,0.0275835,,,692
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.744923,0.0275835,,,693
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.744923,0.0275835,,,694
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.744923,0.0275835,,,695
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.744923,0.0275835,,,696
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.744923,0.0275835,,,697
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.744923,0.0275835,,,698
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.744923,0.0275835,,,699
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.71985,0.0153335,,,700
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.706465,0.0168897,,,701
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.706465,0.0168897,,,702
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.706465,0.0168897,,,703
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.706465,0.0168897,,,704
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.706465,0.0168897,,,705
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.706465,0.0168897,,,706
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.706465,0.0168897,,,707
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.706465,0.0168897,,,708
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.706465,0.0168897,,,709
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.706465,0.0168897,,,710
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.706465,0.0168897,,,711
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.706465,0.0168897,,,712
10,0.544182,0.00477494,0.613282941,0.475081059,10,0.6939,0.0112021,,,713
10,0.54366,0.00478858,0.612859566,0.474460434,10,0.6939,0.0112021,,,714
10,0.543293,0.00480113,0.612583187,0.474002813,10,0.6939,0.0112021,,,715
10,0.543293,0.00480113,0.612583187,0.474002813,10,0.6939,0.0112021,,,716
10,0.543293,0.00480113,0.612583187,0.474002813,10,0.6939,0.0112021,,,717
10,0.543293,0.00480113,0.612583187,0.474002813,10,0.6939,0.0112021,,,718
10,0.543293,0.00480113,0.612583187,0.474002813,10,0.6939,0.0112021,,,719
10,0.54329,0.00480062,0.612576507,0.474003493,10,0.693746,0.0111993,,,720
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.693746,0.0111993,,,721
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.693746,0.0111993,,,722
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.693746,0.0111993,,,723
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.693746,0.0111993,,,724
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.693746,0.0111993,,,725
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.693746,0.0111993,,,726
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.693746,0.0111993,,,727
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.693746,0.0111993,,,728
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.693746,0.0111993,,,729
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.693746,0.0111993,,,730
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.693746,0.0111993,,,731
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.693746,0.0111993,,,732
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.693746,0.0111993,,,733
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.693746,0.0111993,,,734
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.693746,0.0111993,,,735
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.693746,0.0111993,,,736
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.693746,0.0111993,,,737
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.693746,0.0111993,,,738
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.693746,0.0111993,,,739
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.688093,0.00970709,,,740
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.688093,0.00970709,,,741
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.688093,0.00970709,,,742
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.688093,0.00970709,,,743
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.688093,0.00970709,,,744
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.688093,0.00970709,,,745
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.688093,0.00970709,,,746
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.688093,0.00970709,,,747
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.688093,0.00970709,,,748
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.688093,0.00970709,,,749
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.688093,0.00970709,,,750
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.688093,0.00970709,,,751
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.688093,0.00970709,,,752
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.688093,0.00970709,,,753
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.688093,0.00970709,,,754
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.688093,0.00970709,,,755
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.688093,0.00970709,,,756
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.688093,0.00970709,,,757
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.688093,0.00970709,,,758
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.688093,0.00970709,,,759
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.687814,0.00976542,,,760
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.687814,0.00976542,,,761
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.687814,0.00976542,,,762
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.687814,0.00976542,,,763
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.687814,0.00976542,,,764
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.687814,0.00976542,,,765
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.687814,0.00976542,,,766
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.687814,0.00976542,,,767
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.687814,0.00976542,,,768
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.687814,0.00976542,,,769
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.687814,0.00976542,,,770
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.687814,0.00976542,,,771
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.687814,0.00976542,,,772
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.687814,0.00976542,,,773
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.687814,0.00976542,,,774
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.687814,0.00976542,,,775
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.687814,0.00976542,,,776
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.687814,0.00976542,,,777
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.687814,0.00976542,,,778
10,0.543256,0.00479478,0.61250035,0.47401165,10,0.687814,0.00976542,,,779
10,0.543219,0.00480319,0.61252405,0.47391395,10,0.687719,0.0097425,,,780
10,0.542719,0.00492181,0.612874613,0.472563387,10,0.687719,0.0097425,,,781
10,0.542719,0.00492181,0.612874613,0.472563387,10,0.687719,0.0097425,,,782
10,0.542719,0.00492181,0.612874613,0.472563387,10,0.687719,0.0097425,,,783
10,0.542719,0.00492181,0.612874613,0.472563387,10,0.687719,0.0097425,,,784
