trial,plan iters,plan time,best cost,gridMax,gridMin,gridSize,numComponents,numIters,numMilestones
0,1,0.000343761,inf,1.3 0.7,-0.3 -0.1,72,1,1,2
0,11,0.319928,1.15928,1.3 0.7,-0.3 -0.1,66066,1,11,2
0,12,0.620174,1.15352,1.3 0.7,-0.3 -0.1,131072,1,12,2
0,13,1.234,1.15352,1.3 0.7,-0.3 -0.1,263175,1,13,2
0,14,2.41787,1.15045,1.3 0.7,-0.3 -0.1,524288,1,14,2
0,15,4.83991,1.14612,1.3 0.7,-0.3 -0.1,1050525,1,15,2
0,16,9.63021,1.14347,1.3 0.7,-0.3 -0.1,2097152,1,16,2
0,17,19.2842,1.14093,1.3 0.7,-0.3 -0.1,4197753,1,17,2
