target r,target y,target x
29,138,280
time,widget x,widget y
3.26384997368,104,343
3.62088084221,105,340
3.65020394325,113,332
3.67909193039,117,327
3.67909193039,121,322
3.70806789398,124,319
3.73774695396,132,310
3.76631689072,141,302
3.79530382156,145,297
3.79530382156,148,292
3.82432293892,152,285
3.85365390778,158,276
3.88287782669,162,271
3.91167902946,163,269
3.91167902946,163,268
3.94112801552,165,264
3.97069001198,173,255
3.99991488457,188,240
4.02881884575,199,228
4.02881884575,210,215
4.05758285522,224,202
4.08696293831,239,186
4.11598587036,250,177
4.14424490929,254,175
4.17354202271,258,172
4.2025039196,260,171
4.23106598854,263,167
4.25990700722,264,164
4.28996300697,267,161
4.34914898872,268,160
4.37809896469,273,156
4.40754890442,274,156
4.40754890442,274,155
4.43654084206,275,155
4.49315190315,276,153
4.52197504044,277,151
4.55116391182,281,144
4.580701828,282,139
4.60946702957,283,135
4.79263782501,283,138
