target r,target y,target x
31,311,135
time,widget x,widget y
1.4373190403,428,197
1.72187495232,426,197
1.72187495232,424,197
1.75102305412,416,197
1.77933907509,385,204
1.80749201775,355,215
1.83649492264,338,218
1.86467003822,289,220
1.89339399338,231,221
1.92218899727,217,221
1.92218899727,202,222
1.95119905472,195,223
1.97995495796,186,227
2.0084540844,184,229
2.03635191917,184,230
2.06462192535,183,232
2.09334397316,180,236
2.12207603455,179,239
2.12207603455,178,241
2.15131998062,177,243
2.18194699287,175,246
2.2107629776,173,249
2.2402279377,170,253
2.26941108704,167,256
2.26941108704,165,260
2.30036592484,165,262
2.31140089035,164,262
2.34086108208,164,265
2.37007403374,162,267
2.39880490303,160,271
2.42781090736,157,280
2.45684194565,153,289
2.48595499992,152,295
2.51447200775,151,304
2.54307794571,150,309
2.57209897041,150,310
2.57209897041,150,311
2.82815408707,150,312
