target r,target y,target x
43,385,196
time,widget x,widget y
1.79135584831,373,295
2.10800099373,370,296
2.13692188263,353,305
2.16579294205,329,318
2.19497394562,303,336
2.22421479225,293,344
2.25232791901,275,358
2.28102588654,266,365
2.31030797958,263,366
2.33886289597,256,369
2.36746692657,251,369
2.39634084702,249,369
2.42725086212,248,369
2.42725086212,248,369
2.45579600334,246,369
2.48440790176,243,369
2.51274490356,236,368
2.5686237812,220,368
2.59871983528,211,368
2.62736082077,207,369
2.62736082077,205,369
2.65675497055,203,370
2.6856918335,202,371
2.71472477913,201,372
2.74395895004,200,372
2.74395895004,198,373
2.77256298065,197,374
2.80123782158,197,374
