target r,target y,target x
28,232,526
time,widget x,widget y
1.64680099487,454,170
1.96640777588,455,171
1.96640777588,458,175
1.995459795,461,179
2.0237839222,468,189
2.05253791809,474,198
2.08134698868,476,202
2.11003088951,481,207
2.13949680328,484,212
2.16831588745,486,215
2.22584199905,487,216
2.25494790077,491,220
2.28393697739,494,224
2.28393697739,496,227
2.31268787384,500,231
2.34173679352,504,237
2.37037277222,507,239
2.42826294899,507,239
2.45822691917,507,239
2.48686099052,512,237
2.51511693001,515,237
2.54440689087,520,237
2.57351779938,522,237
2.60218191147,523,237
2.63100481033,523,237
2.65956783295,524,237
2.6891078949,528,237
2.71814393997,532,237
2.74645876884,533,238
2.77626776695,534,238
2.89175081253,534,236
2.89175081253,534,233
