target r,target y,target x
7,123,546
time,widget x,widget y
1.93078613281,581,174
2.19009709358,581,173
2.21916413307,577,161
2.24816012383,572,144
2.27650308609,570,139
2.30531597137,566,132
2.33417606354,562,127
2.36287212372,561,126
2.39217114449,561,125
2.42218112946,560,123
2.45139312744,559,122
2.56619310379,557,122
2.59557795525,555,122
2.6242620945,554,122
2.65287494659,551,122
2.68185710907,549,122
2.7112660408,547,122
2.7112660408,546,122
2.740224123,545,122
2.7689371109,543,122
2.85421204567,543,121
