target r,target y,target x
27,304,462
time,widget x,widget y
1.74628996849,405,220
2.03204894066,405,222
2.06116890907,407,227
2.09019303322,417,241
2.11855888367,422,250
2.1476829052,424,252
2.1476829052,426,254
2.17695593834,427,256
2.20591688156,430,259
2.23427200317,433,265
2.26265788078,436,271
2.29124283791,441,280
2.32029700279,446,288
2.34807801247,448,293
2.34807801247,450,295
2.37703895569,450,296
2.4058008194,451,298
2.54849386215,453,298
2.5768430233,454,298
2.60596680641,456,299
2.63474988937,456,299
