target r,target y,target x
25,289,568
time,widget x,widget y
1.58202290535,313,344
1.88766288757,314,344
1.91763997078,327,344
1.94771194458,352,339
1.97819280624,388,324
2.00679993629,410,316
2.0361559391,436,308
2.04672384262,448,304
2.08715295792,467,302
2.11713790894,481,302
2.13853502274,487,302
2.16871786118,495,302
2.19887089729,501,302
2.22873902321,513,301
2.25770187378,520,301
2.28685998917,529,301
2.29738283157,532,301
2.32773780823,537,301
2.35713982582,538,301
2.39839982986,542,301
2.42864584923,542,301
2.48644995689,548,301
2.51722884178,558,299
2.54834485054,563,298
2.57714486122,565,298
2.60583591461,566,297
2.63584280014,569,295
2.66668796539,572,293
2.69774079323,572,293
