target r,target y,target x
13,372,124
time,widget x,widget y
2.38984179497,284,110
2.88950395584,279,114
2.91828298569,269,125
2.9470539093,263,133
2.97670888901,243,159
3.0054898262,225,182
3.0342669487,211,205
3.06334590912,205,213
3.0918648243,199,224
3.1201338768,194,232
3.14834284782,193,233
3.14834284782,193,235
3.17782497406,192,235
3.20540094376,191,238
3.23315191269,186,244
3.2612118721,184,248
3.28962802887,182,249
3.60187888145,182,252
3.63010692596,179,257
3.65900993347,174,264
3.6880710125,170,268
3.71785998344,169,270
3.77558588982,167,273
3.80483102798,162,285
3.83259701729,158,297
3.86144685745,156,302
3.89000201225,155,310
3.9179558754,154,318
3.94605088234,152,325
3.97475194931,150,338
4.0040140152,147,349
4.03312301636,146,355
4.06174993515,146,357
4.09085488319,146,362
4.12073087692,146,371
4.14951896667,145,377
4.17822980881,145,378
4.20728492737,145,378
4.26553297043,144,379
4.26553297043,143,380
4.29424381256,142,381
4.32359194756,141,382
4.35260081291,140,382
4.43868494034,140,382
4.4674808979,138,382
4.49638390541,136,382
4.52499985695,135,381
4.53649091721,133,380
4.57533693314,133,380
4.66178297997,133,379
4.70067691803,133,378
4.78741598129,133,378
4.81532096863,132,376
4.84322690964,132,375
4.90041279793,130,373
4.92954802513,130,372
4.9588367939,128,370
4.98828291893,127,369
5.01668095589,127,368
