target r,target y,target x
29,211,545
time,widget x,widget y
2.24782586098,241,173
2.59103798866,241,173
2.61956000328,253,173
2.64934396744,265,174
2.67798495293,278,177
2.70688486099,286,179
2.73627591133,300,184
2.76474285126,315,190
2.79287099838,322,192
2.82050585747,333,195
2.85014486313,346,200
2.87864398956,352,201
2.90661287308,355,202
2.93597483635,364,205
2.97481799126,378,206
2.97481799126,390,206
3.00562095642,400,207
3.03481388092,418,208
3.06300377846,432,209
3.09138679504,440,209
3.11982893944,457,209
3.1498439312,476,209
3.17857789993,497,209
3.20645689964,504,209
3.23532676697,515,208
3.2635037899,521,208
3.3205537796,523,208
3.72049498558,524,208
3.74965000153,530,208
3.77815699577,533,208
3.83489084244,533,208
