target r,target y,target x
39,355,266
time,widget x,widget y
1.72962021828,532,188
1.98573207855,531,189
2.01472401619,530,189
2.0437681675,521,187
2.07174921036,509,179
2.08330917358,504,175
2.11328005791,500,172
2.14151906967,487,168
2.17026901245,470,168
2.19827008247,463,172
2.2274210453,453,180
2.25759315491,444,189
2.28673005104,434,202
2.31566810608,430,206
2.31566810608,426,214
2.34489321709,423,223
2.374792099,414,243
2.40419316292,403,262
2.43320417404,397,274
2.46171212196,393,280
2.49073219299,388,289
2.51978516579,380,298
2.54855799675,374,302
2.57712006569,362,310
2.60587501526,349,319
2.63452100754,337,324
2.66385102272,331,327
2.69187116623,318,331
2.72093009949,301,331
2.75048112869,288,329
2.77851510048,284,327
2.80709600449,278,324
2.8359181881,274,322
2.86449718475,273,322
2.92137217522,273,323
2.95016121864,273,325
2.97947216034,273,326
3.00852203369,273,332
3.03778100014,273,340
3.06625509262,273,345
3.09559822083,273,345
3.12496304512,273,346
3.15474319458,273,347
3.18356609344,273,351
3.21230816841,273,354
3.24078011513,272,359
3.26974821091,271,364
3.29907011986,271,366
3.29907011986,271,367
3.32732105255,271,368
3.41393899918,271,368
