target r,target y,target x
13,118,306
time,widget x,widget y
1.99152684212,136,318
2.33407592773,146,304
2.36276388168,169,278
2.39159083366,191,258
2.42009782791,201,251
2.44878792763,213,241
2.47710800171,225,233
2.50573897362,231,229
2.50573897362,238,223
2.53534603119,244,218
2.56391191483,255,208
2.59324789047,262,198
2.62287783623,265,191
2.62287783623,268,185
2.65188097954,271,180
2.68078804016,277,168
2.70991587639,286,149
2.73892092705,292,135
2.73892092705,298,125
2.76798701286,302,118
2.79675984383,307,110
2.82538199425,310,106
3.62833189964,310,106
3.65729999542,310,107
3.68587398529,310,107
