target r,target y,target x
14,222,193
time,widget x,widget y
2.0030298233,159,300
2.26040697098,159,300
2.28989005089,159,297
2.31925702095,159,288
2.34802484512,162,277
2.37634897232,164,271
2.40515589714,169,258
2.4345638752,169,253
2.46299600601,171,253
2.4916009903,171,252
2.5496430397,171,252
2.60700798035,171,249
2.61842799187,171,247
2.64925789833,172,241
2.67967295647,173,235
2.70868301392,174,232
2.73757600784,178,225
2.76655888557,185,216
2.79573988914,191,208
2.82376790047,192,207
3.13783097267,193,208
3.16630983353,193,210
3.19459700584,193,210
3.22324204445,193,211
3.25277996063,193,212
3.28190588951,193,214
3.31004095078,193,215
3.33919787407,193,217
3.76614403725,193,217
