target r,target y,target x
40,109,460
time,widget x,widget y
1.63792204857,386,219
1.95129609108,386,217
1.97965097427,388,212
2.00774812698,391,206
2.03648900986,399,190
2.06580209732,407,179
2.0942401886,411,172
2.12198400497,416,167
2.15111804008,418,165
2.18010210991,422,161
2.20889210701,426,152
2.23786020279,431,143
2.26676511765,433,137
2.29533815384,435,127
2.32432508469,437,120
2.35311412811,438,117
2.38194298744,439,115
2.41056704521,439,115
2.44003415108,445,110
2.47042107582,449,107
2.47042107582,452,105
2.4996240139,453,104
2.52764105797,454,104
2.55593109131,454,103
