target r,target y,target x
20,149,510
time,widget x,widget y
1.29596710205,196,226
1.61320304871,198,226
1.6419301033,203,225
1.67034602165,226,215
1.69895005226,250,206
1.72750711441,259,205
1.75534796715,275,202
1.78398394585,290,199
1.81227707863,299,198
1.81227707863,309,197
1.84130811691,319,196
1.87018799782,339,192
1.89875507355,354,189
1.92726302147,358,187
1.95668792725,361,186
1.98605108261,369,181
2.01492810249,389,169
2.04327511787,397,163
2.07109808922,423,149
2.09999704361,436,144
2.12838697433,439,143
2.15704298019,444,142
2.1862680912,448,141
2.21507096291,450,141
2.24439907074,450,141
2.27256798744,457,140
2.30106091499,467,139
2.3302359581,473,139
2.3302359581,480,139
2.3585460186,487,139
2.38707900047,497,144
2.41564202309,504,149
2.44437909126,506,154
2.48565793037,506,155
