target r,target y,target x
26,348,266
time,widget x,widget y
2.87013196945,523,173
3.29655981064,519,174
3.32550787926,503,186
3.35453295708,496,192
3.38315582275,471,213
3.41105294228,443,233
3.44012498856,421,245
3.46894192696,415,249
3.49778389931,410,252
3.52675890923,410,252
3.55635094643,409,254
3.64213180542,408,254
3.67155885696,406,255
3.67155885696,402,258
3.70045089722,396,262
3.72937679291,377,271
3.75832486153,356,281
3.78651690483,350,283
3.81510996819,337,285
3.84378290176,330,287
3.87275981903,328,287
3.87275981903,327,287
4.29877400398,326,289
4.32688188553,318,300
4.35558390617,314,305
4.35558390617,311,310
4.38486194611,309,312
4.41368699074,307,315
4.44244384766,305,316
4.47098588943,302,319
4.49975800514,298,327
4.52814888954,292,332
4.55669999123,290,334
4.58525180817,290,334
4.61406779289,285,337
4.6424138546,281,340
4.67136979103,278,342
4.69927692413,273,345
4.72814083099,271,347
4.75770878792,268,351
4.78657698631,267,352
4.81511497498,264,353
