target r,target y,target x
44,265,141
time,widget x,widget y
1.67623400688,537,158
1.96506500244,535,158
1.99381494522,523,160
2.02223992348,494,161
2.05108499527,483,161
2.08040904999,419,160
2.11044096947,358,159
2.13931083679,328,162
2.1676659584,317,164
2.27986288071,317,165
2.3099770546,317,165
2.33849287033,317,166
2.36720705032,317,167
2.42441296577,316,167
2.45323300362,311,167
2.48192691803,294,170
2.51161789894,268,178
2.54102301598,238,190
2.5699429512,226,198
2.59841895103,207,212
2.62743997574,187,226
2.65599298477,177,235
2.68447995186,174,237
2.71287488937,173,238
2.76933097839,171,239
2.80976390839,168,239
2.81986784935,165,240
2.84984993935,164,242
2.8788318634,160,247
2.90878105164,154,259
2.93725991249,150,270
2.96759295464,148,276
2.99706101418,145,283
3.02583885193,144,286
3.05476903915,144,286
3.19717693329,144,286
