target r,target y,target x
15,346,109
time,widget x,widget y
2.00101685524,418,133
2.34459900856,413,133
2.37405490875,389,137
2.4020409584,337,164
2.4305729866,304,188
2.46001887321,238,246
2.48820304871,203,277
2.5167798996,192,287
2.54564404488,180,299
2.57528495789,178,300
2.60372686386,178,302
2.96884489059,172,302
2.99780297279,167,302
3.02739906311,153,302
3.05660200119,142,306
3.08543801308,128,315
3.11413407326,120,321
3.14306688309,110,330
3.17188000679,105,334
3.20103192329,105,335
3.20103192329,105,335
3.60218691826,104,337
3.63096690178,105,338
3.68807888031,105,338
3.71708393097,105,338
3.74565505981,105,339
3.75698494911,105,341
3.78643894196,105,343
3.84395503998,105,343
3.87286901474,105,344
3.90108704567,105,345
4.13013505936,106,346
