target r,target y,target x
18,374,368
time,widget x,widget y
1.45908498764,591,143
1.74419593811,590,143
1.74419593811,586,143
1.77276682854,581,143
1.80164384842,569,144
1.83043789864,549,154
1.8602848053,538,162
1.88886499405,520,178
1.91817188263,507,193
1.94706583023,497,205
1.97590494156,490,211
2.00391197205,483,221
2.03179979324,479,226
2.06060385704,479,228
2.0891828537,475,236
2.11797189713,464,249
2.14656281471,455,257
2.17547178268,451,261
2.20413589478,437,275
2.23235988617,422,288
2.26133394241,416,294
2.26133394241,413,298
2.29029488564,408,302
2.31970477104,400,306
2.34873580933,395,309
2.37794780731,392,311
2.37794780731,391,311
2.40722584724,391,312
2.43609189987,390,312
2.52198195457,390,314
2.5508108139,390,319
2.6937148571,390,320
2.72285985947,390,320
3.03626489639,389,323
3.06489276886,382,333
3.09394788742,380,336
3.09394788742,378,339
3.12316393852,375,343
3.15216398239,372,351
3.18099880219,370,359
3.20893883705,369,362
3.23776483536,367,370
3.26575779915,366,373
3.29475784302,365,374
