target r,target y,target x
35,186,206
time,widget x,widget y
2.41700196266,336,370
2.84751200676,336,368
2.87578201294,320,347
2.90450787544,304,323
2.93315196037,291,306
2.93315196037,278,290
2.96285796165,264,272
2.99255204201,241,237
3.02242493629,223,205
3.05108690262,210,171
3.08001089096,207,162
3.10898399353,203,152
3.13896489143,203,151
3.28270506859,203,149
3.31132388115,203,148
3.48169803619,203,149
3.5105240345,203,159
3.53990197182,203,171
3.56945490837,203,177
3.59770894051,203,179
3.62736606598,203,182
3.65645098686,203,184
3.68507289886,203,186
3.71363997459,203,186
