target r,target y,target x
44,266,420
time,widget x,widget y
2.18981599808,381,339
2.5050342083,381,338
2.53450608253,381,333
2.56384706497,383,328
2.59250307083,384,326
2.62151098251,387,320
2.64988803864,392,312
2.6785671711,396,309
2.6785671711,399,307
2.70805001259,403,305
2.73615717888,411,302
2.76559019089,418,299
2.79434013367,423,296
2.82304501534,425,292
2.85190415382,429,289
2.88118910789,430,287
2.90946102142,430,282
2.9385740757,431,281
2.96847701073,431,278
2.99722909927,431,275
3.02648210526,431,273
3.08368110657,431,272
