target r,target y,target x
43,295,203
time,widget x,widget y
1.79115104675,405,269
2.13589715958,404,269
2.13589715958,397,272
2.16378307343,391,276
2.1924290657,367,286
2.22145199776,349,290
2.25047016144,342,291
2.28016018867,333,291
2.30919098854,328,291
2.33781409264,322,290
2.36627411842,318,290
2.39509606361,308,289
2.42461109161,296,288
2.45344400406,288,285
2.48249816895,285,283
2.51221108437,275,280
2.54025220871,267,278
2.56899809837,262,277
2.56899809837,258,277
2.59810709953,254,276
2.62684512138,246,276
2.65670609474,237,276
2.68633818626,233,277
2.68633818626,229,278
2.71540307999,228,279
2.74353003502,223,280
2.77263212204,220,281
2.8574180603,220,282
2.88657808304,220,282
2.91490221024,220,283
2.94272112846,220,285
2.97110915184,220,285
