target r,target y,target x
13,320,363
time,widget x,widget y
2.1579079628,486,232
2.56977701187,484,233
2.59879803658,482,235
2.62793803215,471,247
2.65720510483,462,263
2.68628692627,459,271
2.68628692627,456,277
2.71463608742,454,281
2.74342513084,450,287
2.77305912971,448,289
2.94583010674,445,290
2.97604012489,437,292
3.00472903252,426,296
3.03373003006,421,298
3.06251001358,408,304
3.09323906898,396,307
3.12259292603,386,310
3.15139007568,383,311
3.1808590889,382,313
3.19099998474,381,313
3.27690601349,381,313
3.3048491478,380,315
3.33360600471,379,316
3.36210608482,376,321
3.39067912102,375,322
3.58992600441,374,322
3.62002396584,373,322
3.62002396584,371,322
3.64932012558,369,323
3.67866897583,367,323
3.70721912384,365,324
3.99242401123,365,324
4.0208671093,364,324
4.07909011841,363,324
4.33850598335,363,324
