target r,target y,target x
23,315,519
time,widget x,widget y
1.85082316399,356,304
2.19263219833,358,305
2.22209501266,366,305
2.25026297569,373,305
2.2789440155,389,305
2.3075401783,407,305
2.33621716499,421,305
2.36500811577,426,305
2.39479398727,439,305
2.42340016365,449,305
2.45196604729,457,305
2.48078608513,459,305
2.51073217392,465,305
2.5398581028,468,305
2.56922197342,473,304
2.59800720215,476,304
2.62711215019,479,303
2.65614914894,479,303
2.7701690197,480,303
2.79912805557,482,302
2.82803201675,486,302
2.85681915283,494,302
2.88550710678,498,304
2.91417217255,499,305
2.94383406639,499,305
2.9734351635,502,307
3.00215816498,504,309
3.03124403954,505,309
3.06042003632,507,311
3.08918499947,509,311
3.11846804619,509,312
3.14754104614,510,313
3.17640805244,511,313
3.20486617088,511,314
