target r,target y,target x
42,344,359
time,widget x,widget y
1.84501409531,512,272
2.21531295776,502,276
2.24429297447,483,288
2.27270197868,476,294
2.30114102364,464,301
2.33027505875,452,309
2.35943007469,439,316
2.38874292374,432,320
2.38874292374,424,323
2.41768598557,415,326
2.44620609283,401,330
2.47617292404,393,333
2.50510907173,390,333
2.50510907173,387,334
2.53414201736,383,336
2.56323313713,375,338
2.59204697609,369,341
2.62146496773,367,342
2.65040302277,364,344
2.67910599709,363,345
2.70808601379,361,346
2.7371981144,359,347
2.76646208763,358,348
2.85278105736,359,348
