target r,target y,target x
42,335,552
time,widget x,widget y
1.59477901459,374,179
1.93395805359,375,180
1.96307897568,378,184
1.99207496643,388,196
2.02109503746,407,216
2.04983711243,420,229
2.0787730217,425,236
2.10824394226,434,247
2.13622307777,444,257
2.16440200806,452,262
2.16440200806,459,269
2.19358110428,465,275
2.22189998627,475,285
2.25009298325,481,293
2.27847194672,483,296
2.3072040081,487,299
2.33592295647,490,301
2.36636710167,495,305
2.39534211159,500,306
2.42448401451,511,310
2.4519200325,521,314
2.4797410965,526,316
2.50895309448,535,321
2.53794908524,541,326
2.56734800339,544,328
2.59662413597,544,328
2.62520909309,545,329
2.73946595192,545,330
2.76876807213,550,337
2.79754805565,555,343
2.79754805565,559,349
2.82696509361,562,353
2.85480713844,563,356
2.88322997093,563,356
2.91250514984,564,354
2.91250514984,564,350
