target r,target y,target x
19,105,260
time,widget x,widget y
1.6881108284,514,199
2.05933880806,511,199
2.08782291412,505,199
2.11645293236,486,199
2.14541101456,463,195
2.17485785484,454,192
2.17485785484,443,189
2.20375394821,431,185
2.23257780075,398,174
2.26166892052,364,162
2.29085493088,352,158
2.29085493088,343,155
2.32002282143,336,152
2.34879899025,331,151
2.43252396584,331,150
2.46145892143,330,148
2.49038386345,329,146
2.51902198792,326,142
2.54756879807,321,136
2.57672190666,316,132
2.60690283775,314,131
2.63568282127,313,131
2.66452884674,308,131
2.69308900833,307,133
2.72203779221,306,135
2.75044178963,303,137
2.77839398384,299,137
2.80751800537,297,137
2.80751800537,295,137
2.83692789078,293,136
2.86600279808,291,132
2.89512491226,288,129
2.92350482941,286,127
2.95231580734,282,122
2.98081588745,278,117
3.01031494141,274,112
3.03915691376,273,111
3.06791496277,273,111
3.09699487686,271,111
3.18301200867,270,111
3.21105694771,270,111
3.23938679695,269,110
3.2681748867,268,110
3.32526183128,267,110
3.41086292267,266,110
